name,isin,category,sub_category,fund_house
Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,INF209K01MF1,Debt,Other,Aditya Mutual Fund
Axis Floater Fund - Direct Plan - Growth,INF846K014A6,Other,Other,Axis Mutual Fund
Axis Floater Fund - Regular Plan - Growth,INF846K012B8,Other,Other,Axis Mutual Fund
BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH,INF194KB1BA5,Other,Other,BANDHAN Mutual Fund
BANDHAN FLOATER FUND  - REGULAR PLAN GROWTH,INF194KB1AP5,Other,Other,BANDHAN Mutual Fund
DSP Floater Fund - Direct Plan - Growth,INF740KA1PV1,Other,Other,DSP Mutual Fund
DSP Floater Fund - Regular Plan - Growth,INF740KA1PS7,Other,Other,DSP Mutual Fund
Franklin India Floating Rate Fund - Direct - Growth,INF090I01LK1,Debt,Other,Franklin Mutual Fund
Franklin India Floating Rate Fund - Growth Plan,INF090I01LM7,Debt,Other,Franklin Mutual Fund
HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,INF179K01VQ4,Debt,Other,HDFC Mutual Fund
HDFC Floating Rate Debt Fund - Growth Option,INF179K01707,Debt,Other,HDFC Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Growth,INF109K01P57,Other,Other,ICICI Mutual Fund
ICICI Prudential Floating Interest Fund - Growth,INF109K01AX1,Other,Other,ICICI Mutual Fund
ICICI Prudential Floating Interest Fund Plan A - Growth,INF109K01936,Other,Other,ICICI Mutual Fund
ICICI Prudential Floating Interest Fund Plan B - Growth,INF109K01977,Other,Other,ICICI Mutual Fund
ICICI Prudential Savings Fund Plan C - Growth,INF109K01AB7,Debt,Other,ICICI Mutual Fund
KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,INF174KA1EC0,Debt,Other,KOTAK Mutual Fund
KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,INF174KA1DY6,Debt,Other,KOTAK Mutual Fund
Nippon India Floater Fund  - Direct Plan Growth Plan - Growth Option,INF204K01E05,Other,Other,Nippon Mutual Fund
Nippon India Floater Fund - Growth Plan-Growth Option,INF204K01CG1,Other,Other,Nippon Mutual Fund
SBI Floating Rate Debt Fund - Direct Plan - Growth,INF200KA1R64,Debt,Other,SBI Mutual Fund
SBI Floating Rate Debt Fund - Regular Plan - Growth,INF200KA1R15,Debt,Other,SBI Mutual Fund
Tata Floating Rate Fund -Direct Plan-Growth,INF277KA1026,Debt,Other,Tata Mutual Fund
Tata Floating Rate Fund-Regular Plan-Growth,INF277KA1091,Debt,Other,Tata Mutual Fund
UTI - Floater Fund - Direct Plan - Growth Option,INF789F1ACX5,Other,Other,UTI Mutual Fund
UTI - Floater Fund - Regular Plan  - Growth Option,INF789F1ACO4,Other,Other,UTI Mutual Fund
Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,INF209K01AC3,Debt,Other,Aditya Mutual Fund
Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,INF209K01XP7,Debt,Other,Aditya Mutual Fund
Axis Gilt Fund - Direct Plan - Growth Option,INF846K01DD4,Debt,Gilt,Axis Mutual Fund
Axis Gilt Fund - Regular Plan - Growth Option,INF846K01AX8,Debt,Gilt,Axis Mutual Fund
Bajaj Finserv Gilt Fund - Direct - Growth,INF0QA701AP9,Debt,Gilt,Bajaj Mutual Fund
Bajaj Finserv Gilt Fund - Regular - Growth,INF0QA701AM6,Debt,Gilt,Bajaj Mutual Fund
BANDHAN Government Securities Fund - IP - Regular Plan - Growth,INF194K01DZ2,Debt,Other,BANDHAN Mutual Fund
BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Growth,INF194K01Q29,Debt,Other,BANDHAN Mutual Fund
Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,INF955L01AD7,Debt,Gilt,Baroda Mutual Fund
Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,INF955L01450,Debt,Gilt,Baroda Mutual Fund
CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,INF760K01FC4,Debt,Gilt,CANARA Mutual Fund
CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AE1,Debt,Gilt,CANARA Mutual Fund
DSP Gilt Fund - Direct Plan - Growth,INF740K01NF3,Debt,Gilt,DSP Mutual Fund
DSP Gilt Fund - Regular Plan - Growth,INF740K01615,Debt,Gilt,DSP Mutual Fund
Edelweiss Government Securities Fund - Direct Plan - Growth Option,INF843K01GS2,Debt,Other,Edelweiss Mutual Fund
Edelweiss Government Securities Fund - Regular Plan - Growth Option,INF843K01HC4,Debt,Other,Edelweiss Mutual Fund
Franklin India Government Securities Fund - Direct - Growth,INF090I01HS2,Debt,Other,Franklin Mutual Fund
Franklin India Government Securities Fund - Growth,INF090I01CU9,Debt,Other,Franklin Mutual Fund
Groww Gilt Fund - Direct - Growth,INF666M01KK2,Debt,Gilt,Groww Mutual Fund
Groww Gilt Fund - Regular - Growth,INF666M01KN6,Debt,Gilt,Groww Mutual Fund
HDFC Gilt Fund - Growth Option - Direct Plan,INF179K01VS0,Debt,Gilt,HDFC Mutual Fund
HDFC Gilt Fund - Growth Plan,INF179K01756,Debt,Gilt,HDFC Mutual Fund
HSBC Gilt Fund - Direct Growth,INF917K01FI7,Debt,Gilt,HSBC Mutual Fund
HSBC Gilt Fund - Regular Growth,INF917K01BP1,Debt,Gilt,HSBC Mutual Fund
ICICI Prudential Gilt Fund - Direct Plan - Growth,INF109K018C5,Debt,Gilt,ICICI Mutual Fund
ICICI Prudential Gilt Fund - Growth,INF109K01JR4,Debt,Gilt,ICICI Mutual Fund
ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,INF109K014D2,Debt,Short Duration,ICICI Mutual Fund
ICICI Prudential Short Term Gilt Fund - Growth,INF109K01JX2,Debt,Short Duration,ICICI Mutual Fund
Invesco India Gilt Fund - Direct  Plan - Growth,INF205K01SN0,Debt,Gilt,Invesco Mutual Fund
Invesco India Gilt Fund - Growth,INF205K01SR1,Debt,Gilt,Invesco Mutual Fund
Kotak Gilt-Investment  Provident Fund and Trust-Growth,INF174K01FL9,Debt,Gilt,Kotak Mutual Fund
Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,INF174K01KM7,Debt,Gilt,Kotak Mutual Fund
Kotak Gilt-Investment Regular-Growth,INF174K01FI5,Debt,Gilt,Kotak Mutual Fund
Kotak Gilt-Investment Regular-Growth - Direct,INF174K01KE4,Debt,Gilt,Kotak Mutual Fund
LIC MF Gilt Fund-Direct Plan-Growth,INF767K01EZ3,Debt,Gilt,LIC Mutual Fund
LIC MF Gilt Fund-PF Plan-Growth,INF767K01733,Debt,Gilt,LIC Mutual Fund
LIC MF Gilt Fund-Regular Plan-Growth,INF767K01709,Debt,Gilt,LIC Mutual Fund
Nippon India Gilt  Fund - Direct Plan Growth Plan - Growth Option,INF204K01XP8,Debt,Gilt,Nippon Mutual Fund
Nippon India Gilt  Fund - Institutional Plan-Growth Plan -Growth Option,INF204K01BX8,Other,Other,Nippon Mutual Fund
Nippon India Gilt  Fund -Growth Plan - Growth Option,INF204K01BU4,Debt,Gilt,Nippon Mutual Fund
PGIM India Gilt Fund - Direct Plan - Growth,INF223J01ND7,Debt,Gilt,PGIM Mutual Fund
PGIM India Gilt Fund - Growth,INF223J01AQ6,Debt,Gilt,PGIM Mutual Fund
quant Gilt Fund - Growth Option - Direct Plan,INF966L01BF7,Debt,Gilt,quant Mutual Fund
quant Gilt Fund - Growth Option - Regular Plan,INF966L01BI1,Debt,Gilt,quant Mutual Fund
SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,INF200K01AH1,Debt,Gilt,SBI Mutual Fund
SBI MAGNUM GILT FUND -  GROWTH - PF (Regular) Option,INF200K01AK5,Debt,Gilt,SBI Mutual Fund
SBI MAGNUM GILT FUND - DIRECT PLAN - GROWTH,INF200K01SH3,Debt,Gilt,SBI Mutual Fund
SBI MAGNUM GILT FUND - REGULAR PLAN - GROWTH,INF200K01982,Debt,Gilt,SBI Mutual Fund
Tata Gilt Retirement Plan- 28/2/25 Growth Option,-,Debt,Gilt,Tata Mutual Fund
Tata Gilt Securities Fund -Regular Plan- Growth Option,INF277K01519,Debt,Gilt,Tata Mutual Fund
Tata Gilt Securities Fund- Direct Plan - Growth Option,INF277K01OX7,Debt,Gilt,Tata Mutual Fund
Union Gilt Fund - Direct Plan - Growth Option,INF582M01HW2,Debt,Gilt,Union Mutual Fund
Union Gilt Fund - Regular Plan - Growth Option,INF582M01ID0,Debt,Gilt,Union Mutual Fund
UTI - GILT FUND - Direct Plan - Growth Option,INF789F01TL5,Debt,Gilt,UTI Mutual Fund
UTI - GILT FUND - Discontinued PF Plan - Growth Option,INF789F01PT6,Debt,Gilt,UTI Mutual Fund
UTI - GILT FUND - Regular Plan - Growth Option,INF789F01661,Debt,Gilt,UTI Mutual Fund
BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Growth,INF194K01FA0,Debt,Other,BANDHAN Mutual Fund
BANDHAN Government Securities Fund - Constant Maturity Plan -Direct Plan-Growth,INF194K01P38,Debt,Other,BANDHAN Mutual Fund
DSP 10Y G-Sec Fund - Direct Plan - Growth,INF740K019I5,Other,Other,DSP Mutual Fund
DSP 10Y G-Sec Fund - Regular Plan - Growth,INF740K012I0,Other,Other,DSP Mutual Fund
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,INF109KA1O37,Debt,Gilt,ICICI Mutual Fund
ICICI Prudential Constant Maturity Gilt Fund - Growth,INF109KA1N46,Debt,Gilt,ICICI Mutual Fund
SBI MAGNUM CONSTANT MATURITY FUND - DIRECT PLAN - GROWTH,INF200K01SK7,Debt,Other,SBI Mutual Fund
SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH,INF200K01AN9,Debt,Other,SBI Mutual Fund
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth Option,INF789F1AVR7,Debt,Gilt,UTI Mutual Fund
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth Option,INF789F1AVI6,Debt,Gilt,UTI Mutual Fund
360 ONE LIQUID FUND DIRECT PLAN  GROWTH,INF579M01621,Debt,Liquid,360 Mutual Fund
360 ONE LIQUID FUND REGULAR PLAN  GROWTH,INF579M01506,Debt,Liquid,360 Mutual Fund
Aditya Birla Sun Life Liquid Fund - Growth,INF209K01RU9,Debt,Liquid,Aditya Mutual Fund
Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,INF209K01VA3,Debt,Liquid,Aditya Mutual Fund
Aditya Birla Sun Life Liquid Fund-Institutional (Growth),INF209K01RT1,Other,Other,Aditya Mutual Fund
Aditya Birla Sun Life Liquid Fund-Retail (Growth),INF209K01ME4,Debt,Liquid,Aditya Mutual Fund
Axis Liquid Fund - Direct Plan - Growth Option,INF846K01CX4,Debt,Liquid,Axis Mutual Fund
Axis Liquid Fund - Regular Plan - Growth Option,INF846K01412,Debt,Liquid,Axis Mutual Fund
Axis Liquid Fund - Retail Plan - Growth Option,INF846K01354,Debt,Liquid,Axis Mutual Fund
Bajaj Finserv Liquid Fund - Direct Plan - Growth,INF0QA701011,Debt,Liquid,Bajaj Mutual Fund
Bajaj Finserv Liquid Fund - Regular Plan - Growth,INF0QA701094,Debt,Liquid,Bajaj Mutual Fund
BANDHAN LIQUID Fund - Regular Plan - Growth,INF194K01VX9,Debt,Liquid,BANDHAN Mutual Fund
BANDHAN LIQUID Fund -Direct Plan-Growth,INF194K01I60,Debt,Liquid,BANDHAN Mutual Fund
BANK OF INDIA Liquid Fund- Direct Plan- Growth,INF761K01785,Debt,Liquid,BANK Mutual Fund
BANK OF INDIA Liquid Fund- Regular Plan- Growth,INF761K01306,Debt,Liquid,BANK Mutual Fund
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,INF955L01AL0,Debt,Liquid,Baroda Mutual Fund
Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION,INF955L01484,Debt,Liquid,Baroda Mutual Fund
Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,INF955L01575,Debt,Liquid,Baroda Mutual Fund
CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,INF760K01FU6,Debt,Liquid,CANARA Mutual Fund
CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,INF760K01CW9,Debt,Liquid,CANARA Mutual Fund
DSP Liquidity Fund - Direct Plan - Growth,INF740K01QL4,Debt,Liquid,DSP Mutual Fund
DSP Liquidity Fund - Regular Plan - Growth,INF740K01FK9,Debt,Liquid,DSP Mutual Fund
Edelweiss Liquid Fund - Direct Plan - Growth Option,INF754K01GM4,Debt,Liquid,Edelweiss Mutual Fund
Edelweiss Liquid Fund - Regular Plan - Growth Option,INF754K01GZ6,Debt,Liquid,Edelweiss Mutual Fund
Edelweiss Liquid Fund - Retail Plan - Growth Option,INF754K01HE9,Debt,Liquid,Edelweiss Mutual Fund
Franklin India Liquid Fund - Regular Plan - Growth,INF090I01BB1,Debt,Liquid,Franklin Mutual Fund
Franklin India Liquid Fund - Super Institutional - Direct - Growth,INF090I01JV2,Other,Other,Franklin Mutual Fund
Franklin India Liquid Fund - Super Institutional Plan - Growth,INF090I01BG0,Other,Other,Franklin Mutual Fund
Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth,INF090I01LQ8,Debt,Liquid,Franklin Mutual Fund
Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth,INF090I01LO3,Debt,Liquid,Franklin Mutual Fund
Franklin India Liquid Fund - Institution-Growth,INF090I01BD7,Other,Other,Franklin Mutual Fund
Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,INF666M01451,Debt,Liquid,Groww Mutual Fund
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Regular Plan - Growth Option,INF666M01014,Debt,Liquid,Groww Mutual Fund
HDFC Liquid Fund - Growth Option - Direct Plan,INF179KB1HP9,Debt,Liquid,HDFC Mutual Fund
HDFC Liquid Fund - Growth Plan,INF179KB1HK0,Debt,Liquid,HDFC Mutual Fund
HDFC Liquid Fund-PREMIUM PLUS- Growth,INF179K01KQ7,Debt,Liquid,HDFC Mutual Fund
HSBC Liquid Fund -  Growth Direct,INF336L01CC8,Debt,Liquid,HSBC Mutual Fund
HSBC Liquid Fund - Growth,INF336L01BL1,Debt,Liquid,HSBC Mutual Fund
HSBC Liquid Fund - Regular Growth,INF336L01BN7,Debt,Liquid,HSBC Mutual Fund
ICICI Prudential Liquid Fund - Direct Plan - Growth,INF109K01Q49,Debt,Liquid,ICICI Mutual Fund
ICICI Prudential Liquid Fund - Growth,INF109K01VQ1,Debt,Liquid,ICICI Mutual Fund
ICICI Prudential Liquid Fund Retail Growth,INF109K01UQ3,Debt,Liquid,ICICI Mutual Fund
ICICI Prudential Liquid Institutional Fund - Growth,INF109K01VF4,Other,Other,ICICI Mutual Fund
Invesco India Liquid Fund - Direct Plan - Growth,INF205K01MF9,Debt,Liquid,Invesco Mutual Fund
Invesco India Liquid Fund - Growth,INF205K01HM5,Debt,Liquid,Invesco Mutual Fund
Invesco India Liquid Fund - Regular - Growth,INF205K01HG7,Debt,Liquid,Invesco Mutual Fund
ITI Liquid Fund - Direct Plan - Growth Option,INF00XX01283,Debt,Liquid,ITI Mutual Fund
ITI Liquid Fund - Regular Plan - Growth Option,INF00XX01192,Debt,Liquid,ITI Mutual Fund
JioBlackRock Liquid Fund - Direct Plan - Growth Option,INF22M001010,Debt,Liquid,JioBlackRock Mutual Fund
JM Liquid Fund (Direct) - Growth Option,INF192K01CM6,Debt,Liquid,JM Mutual Fund
JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,INF192K01981,Other,Other,JM Mutual Fund
JM Liquid Fund - Growth Option,INF192K01882,Debt,Liquid,JM Mutual Fund
JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,-,Debt,Liquid,JM Mutual Fund
JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,-,Debt,Liquid,JM Mutual Fund
JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,-,Debt,Liquid,JM Mutual Fund
JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,INF192K01LA2,Debt,Liquid,JM Mutual Fund
JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,INF192K01LC8,Debt,Liquid,JM Mutual Fund
Kotak Liquid Fund - Direct Plan - Growth,INF174K01NE8,Debt,Liquid,Kotak Mutual Fund
Kotak Liquid Fund - Regular Plan - Growth,INF174K01NI9,Debt,Liquid,Kotak Mutual Fund
LIC MF Liquid Fund-Direct Plan-Growth,INF767K01DN1,Debt,Liquid,LIC Mutual Fund
LIC MF Liquid Fund-Regular Plan-Growth,INF767K01IS9,Debt,Liquid,LIC Mutual Fund
Mahindra Manulife Liquid Fund - Direct Plan -Growth,INF174V01044,Debt,Liquid,Mahindra Mutual Fund
Mahindra Manulife Liquid Fund - Regular Plan - Growth,INF174V01010,Debt,Liquid,Mahindra Mutual Fund
Mirae Asset Liquid Fund - Direct Plan - Growth,INF769K01CM1,Debt,Liquid,Mirae Mutual Fund
Mirae Asset Liquid Fund - Regular Plan - Growth,INF769K01788,Debt,Liquid,Mirae Mutual Fund
Motilal Oswal Liquid Fund - Direct Growth,INF247L01734,Debt,Liquid,Motilal Mutual Fund
Motilal Oswal Liquid Fund - Regular Growth,INF247L01726,Debt,Liquid,Motilal Mutual Fund
Navi Liquid Fund-Direct Plan-Growth Option,INF959L01GF1,Debt,Liquid,Navi Mutual Fund
Navi Liquid Fund-Regular Plan-Growth Option,INF959L01GL9,Debt,Liquid,Navi Mutual Fund
Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,INF204K01ZH0,Debt,Liquid,Nippon Mutual Fund
Nippon India Liquid Fund - Retail Option - Growth Plan,INF204K01UL3,Debt,Liquid,Nippon Mutual Fund
Nippon India Liquid Fund -Growth Plan,INF204K01UN9,Debt,Liquid,Nippon Mutual Fund
Reliance Liquid Fund-Cash Plan-Growth Plan,-,Debt,Liquid,Reliance Mutual Fund
PGIM India Insta Cash Fund-Institutional Plan-Growth,INF223J01BB6,Other,Other,PGIM Mutual Fund
PGIM India Liquid Fund - Direct Plan - Growth,INF223J01NS5,Debt,Liquid,PGIM Mutual Fund
PGIM India Liquid Fund - Growth,INF223J01BP6,Debt,Liquid,PGIM Mutual Fund
PGIM India Liquid Fund-Growth-GROWTH,INF223J01BJ9,Debt,Liquid,PGIM Mutual Fund
Parag Parikh Liquid Fund- Direct Plan- Growth,INF879O01068,Debt,Liquid,Parag Mutual Fund
Parag Parikh Liquid Fund- Regular Plan- Growth,INF879O01035,Debt,Liquid,Parag Mutual Fund
quant Liquid Fund - Growth Option - Direct Plan,INF966L01820,Debt,Liquid,quant Mutual Fund
quant Liquid Fund - Growth Option - Regular Plan,INF966L01317,Debt,Liquid,quant Mutual Fund
quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,-,Debt,Liquid,quant Mutual Fund
quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,-,Debt,Liquid,quant Mutual Fund
Quantum Liquid Fund - Direct Plan Growth Option,INF082J01127,Debt,Liquid,Quantum Mutual Fund
Quantum Liquid Fund - Regular Plan Growth Option,INF082J01309,Debt,Liquid,Quantum Mutual Fund
SBI Liquid Fund - DIRECT PLAN -Growth,INF200K01UT4,Debt,Liquid,SBI Mutual Fund
SBI Liquid Fund - Institutional - Growth,INF200K01LU1,Other,Other,SBI Mutual Fund
SBI Liquid Fund - REGULAR PLAN -Growth,INF200K01MA1,Debt,Liquid,SBI Mutual Fund
Shriram Liquid Fund - Direct Plan Growth Option,INF680P01430,Debt,Liquid,Shriram Mutual Fund
Shriram Liquid Fund - Regular Plan Growth Option,INF680P01448,Debt,Liquid,Shriram Mutual Fund
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,INF173K01GU0,Debt,Liquid,Sundaram Mutual Fund
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,INF173K01DA9,Debt,Liquid,Sundaram Mutual Fund
Tata Liquid Fund -Regular Plan - Growth Option,INF277K01YD8,Debt,Liquid,Tata Mutual Fund
Tata Liquid Fund- Direct Plan-Growth Option,INF277K01YE6,Debt,Liquid,Tata Mutual Fund
Taurus Liquid Fund-Growth,INF044D01575,Debt,Liquid,Taurus Mutual Fund
TRUSTMF Liquid Fund-Direct Plan-Growth,INF0GCD01255,Debt,Liquid,TRUSTMF Mutual Fund
TRUSTMF Liquid Fund-Regular Plan-Growth,INF0GCD01198,Debt,Liquid,TRUSTMF Mutual Fund
Unifi Liquid Fund- Direct Growth,INF1MIY01056,Debt,Liquid,Unifi Mutual Fund
Unifi Liquid Fund- Regular Growth,INF1MIY01064,Debt,Liquid,Unifi Mutual Fund
Union Liquid Fund - Direct Plan - Growth Option,INF582M01674,Debt,Liquid,Union Mutual Fund
Union Liquid Fund - Growth Option,INF582M01013,Debt,Liquid,Union Mutual Fund
UTI-  Liquid Cash Plan - Direct Plan - Growth Option,INF789F01XQ6,Debt,Liquid,UTI- Mutual Fund
UTI-  Liquid Cash Plan - Regular Plan - Growth Option,INF789F01PH1,Debt,Liquid,UTI- Mutual Fund
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,INF789F01BB4,Debt,Liquid,UTI- Mutual Fund
WhiteOak Capital Liquid Fund- Direct plan-Growth Option,INF03VN01043,Debt,Liquid,WhiteOak Mutual Fund
WhiteOak Capital Liquid Fund- Regular plan-Growth Option,INF03VN01126,Debt,Liquid,WhiteOak Mutual Fund
Aditya Birla Sun Life Long Duration Fund-Direct Growth,INF209KB17J2,Debt,Long Duration,Aditya Mutual Fund
Aditya Birla Sun Life Long Duration Fund-Regular Growth,INF209KB14J9,Debt,Long Duration,Aditya Mutual Fund
Axis Long Duration Fund - Direct Plan - Growth,INF846K014L3,Debt,Long Duration,Axis Mutual Fund
Axis Long Duration Fund - Regular Plan - Growth,INF846K015L0,Debt,Long Duration,Axis Mutual Fund
Bandhan Long Duration Fund - Direct Plan - Growth,INF194KB1HY2,Debt,Long Duration,Bandhan Mutual Fund
Bandhan Long Duration Fund - Regular Plan - Growth,INF194KB1HV8,Debt,Long Duration,Bandhan Mutual Fund
Franklin India Long Duration Fund - Direct - Growth,INF090I01XY7,Debt,Long Duration,Franklin Mutual Fund
Franklin India Long Duration Fund - Growth,INF090I01XV3,Debt,Long Duration,Franklin Mutual Fund
HDFC Long Duration Debt Fund - Growth Option,INF179KC1EW1,Debt,Long Duration,HDFC Mutual Fund
HDFC Long Duration Debt Fund - Growth Option - Direct Plan,INF179KC1ET7,Debt,Long Duration,HDFC Mutual Fund
ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,INF109K017L8,Debt,Long Duration,ICICI Mutual Fund
ICICI Prudential Long Term Bond Fund - Growth,INF109K01365,Debt,Long Duration,ICICI Mutual Fund
ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,INF109K01407,Other,Other,ICICI Mutual Fund
Kotak Long Duration Fund - Direct Plan - Growth,INF174KA1RF5,Debt,Long Duration,Kotak Mutual Fund
Kotak Long Duration Fund - Regular Plan - Growth,INF174KA1RC2,Debt,Long Duration,Kotak Mutual Fund
Mirae Asset Long Duration Fund - Direct Plan - Growth,INF769K01NC9,Debt,Long Duration,Mirae Mutual Fund
Mirae Asset Long Duration Fund - Regular Plan - Growth,INF769K01MZ2,Debt,Long Duration,Mirae Mutual Fund
Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option,INF204KB1YQ1,Debt,Long Duration,Nippon Mutual Fund
Nippon India Nivesh Lakshya Long Duration Fund- Growth Option,INF204KB1ZB0,Debt,Long Duration,Nippon Mutual Fund
SBI Long Duration Fund - Direct Plan - Growth,INF200KA16T4,Debt,Long Duration,SBI Mutual Fund
SBI Long Duration Fund - Regular Plan - Growth,INF200KA13T1,Debt,Long Duration,SBI Mutual Fund
UTI Long Duration Fund - Direct Plan - Growth Option,INF789F1AYB5,Debt,Long Duration,UTI Mutual Fund
UTI Long Duration Fund - Regular Plan - Growth Option,INF789F1AXS1,Debt,Long Duration,UTI Mutual Fund
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,INF209K01XU7,Debt,Low Duration,Aditya Mutual Fund
Aditya Birla Sun Life Low Duration Fund - Growth Plan,INF209K01LQ0,Debt,Low Duration,Aditya Mutual Fund
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,INF209K01KE8,Other,Other,Aditya Mutual Fund
